id,name,launch_date,cores,threads,bus_speed,base_frequency,turbo_frequency,cache_size,max_memory_size,max_temp
409,Intel Xeon Gold 6136,8/1/2017,12,24,,3000,3700,25344,805306368,85
410,Intel Xeon Gold 6128,8/1/2017,6,12,,3400,3700,19712,805306368,74
411,Intel Xeon Gold 6126,8/1/2017,12,24,,2600,3700,19712,805306368,86
412,Intel Xeon Gold 6140,8/1/2017,18,36,,2300,3700,25344,805306368,91
413,Intel Xeon Gold 6140M,8/1/2017,18,36,,2300,3700,25344,1610612736,91
414,Intel Xeon Gold 6142,8/1/2017,16,32,,2600,3700,22528,805306368,85
415,Intel Xeon Gold 6142M,8/1/2017,16,32,,2600,3700,22528,1610612736,85
416,Intel Xeon Gold 6148,8/1/2017,20,40,,2400,3700,28160,805306368,86
417,Intel Xeon Gold 6150,8/1/2017,18,36,,2700,3700,25344,805306368,89
418,Intel Xeon Gold 6152,8/1/2017,22,44,,2100,3700,30976,805306368,92
419,Intel Xeon Gold 6130,8/1/2017,16,32,,2100,3700,22528,805306368,87
420,Intel Xeon Gold 6134,8/1/2017,8,16,,3200,3700,25344,805306368,79
421,Intel Xeon Gold 6134M,8/1/2017,8,16,,3200,3700,25344,1610612736,79
422,Intel Xeon Gold 5115,8/1/2017,10,20,,2400,3200,14080,805306368,76
423,Intel Core i5-8250U,8/1/2017,4,8,4,1600,3400,6144,33554432,100
424,Intel Core i5-8350U,8/1/2017,4,8,4,1700,3600,6144,33554432,100
425,Intel Core i7-8550U,8/1/2017,4,8,4,1800,4000,8192,33554432,100
426,Intel Core i7-8650U,8/1/2017,4,8,4,1900,4200,8192,33554432,100
427,Intel Xeon Platinum 8174,8/1/2017,24,48,,3100,3900,33792,805306368,65
428,Intel Xeon Platinum 8176F,8/1/2017,28,56,,2100,3800,39424,805306368,87
429,Intel Xeon Platinum 8160F,8/1/2017,24,48,,2100,3700,33792,805306368,87
430,Intel Xeon Platinum 8160T,8/1/2017,24,48,,2100,3700,33792,805306368,93
431,Intel Xeon Platinum 8176,8/1/2017,28,56,,2100,3800,39424,805306368,89
432,Intel Xeon Platinum 8170M,8/1/2017,26,52,,2100,3700,36608,1610612736,89
433,Intel Xeon Platinum 8170,8/1/2017,26,52,,2100,3700,36608,805306368,89
434,Intel Xeon Platinum 8176M,8/1/2017,28,56,,2100,3800,39424,1610612736,89
435,Intel Xeon Platinum 8168,8/1/2017,24,48,,2700,3700,33792,805306368,85
436,Intel Xeon Platinum 8164,8/1/2017,26,52,,2000,3700,36608,805306368,85
437,Intel Xeon Platinum 8160M,8/1/2017,24,48,,2100,3700,33792,1610612736,85
438,Intel Xeon Platinum 8160,8/1/2017,24,48,,2100,3700,33792,805306368,85
439,Intel Xeon Platinum 8158,8/1/2017,12,24,,3000,3700,25344,805306368,85
440,Intel Xeon Platinum 8156,8/1/2017,4,8,,3600,3700,16896,805306368,71
441,Intel Xeon Platinum 8180M,8/1/2017,28,56,,2500,3800,39424,1610612736,84
442,Intel Xeon Platinum 8180,8/1/2017,28,56,,2500,3800,39424,805306368,84
443,Intel Xeon Platinum 8153,8/1/2017,16,32,,2000,2800,22528,805306368,87
444,Intel Atom C2316,8/1/2017,2,2,,1500,,1024,16777216,100
445,Intel Atom C2516,8/1/2017,4,4,,1400,,2048,33554432,100
446,Intel Atom C3950,8/1/2017,16,16,,1700,2200,16384,268435456,78
447,Intel Atom C3808,8/1/2017,12,12,,2000,2000,12288,268435456,86
448,Intel Atom C3750,8/1/2017,8,8,,2200,2400,16384,268435456,84
449,Intel Atom C3558,8/1/2017,4,4,,2200,2200,8192,268435456,83
450,Intel Atom C3308,8/1/2017,2,2,,1600,2100,4096,134217728,89
451,Intel Atom C3708,8/1/2017,8,8,,1700,1700,16384,268435456,85
452,Intel Atom C3955,8/1/2017,16,16,,2100,2400,16384,268435456,78
453,Intel Atom C3850,8/1/2017,12,12,,2100,2400,12288,268435456,78
454,Intel Atom C3830,8/1/2017,12,12,,1900,2300,12288,268435456,85
455,Intel Atom C3508,8/1/2017,4,4,,1600,1600,8192,268435456,90
456,Intel Atom C3538,8/1/2017,4,4,,2100,2100,8192,268435456,87
457,Intel Atom C3958,8/1/2017,16,16,,2000,2000,16384,268435456,83
458,Intel Atom C3758,8/1/2017,8,8,,2200,2200,16384,268435456,82
459,Intel Atom C3858,8/1/2017,12,12,,2000,2000,12288,268435456,83
460,Intel Core i9-7920X,8/1/2017,12,24,8,2900,4300,16896,134217728,95
461,Intel Core i9-7980XE,8/1/2017,18,36,8,2600,4200,25344,134217728,94
462,Intel Core i9-7960X,8/1/2017,16,32,8,2800,4200,22528,134217728,98
463,Intel Core i9-7940X,8/1/2017,14,28,8,3100,4300,19712,134217728,102
464,Intel Xeon Silver 4108,8/1/2017,8,16,,1800,3000,11264,805306368,77
465,Intel Xeon Silver 4110,8/1/2017,8,16,,2100,3000,11264,805306368,77
466,Intel Xeon Silver 4109T,8/1/2017,8,16,,2000,3000,11264,805306368,90
467,Intel Xeon Silver 4114,8/1/2017,10,20,,2200,3000,14080,805306368,78
468,Intel Xeon Silver 4112,8/1/2017,4,8,,2600,3000,8448,805306368,76
469,Intel Xeon Silver 4114T,8/1/2017,10,20,,2200,3000,14080,805306368,92
470,Intel Xeon Silver 4116T,8/1/2017,12,24,,2100,3000,16896,805306368,91
471,Intel Xeon Silver 4116,8/1/2017,12,24,,2100,3000,16896,805306368,76
472,Intel Xeon Bronze 3104,8/1/2017,6,6,,1700,,8448,805306368,78
473,Intel Xeon Bronze 3106,8/1/2017,8,8,,1700,,11264,805306368,77
474,Intel Xeon W-2102,8/1/2017,4,4,0,2900,,8448,536870912,66
475,Intel Xeon W-2104,8/1/2017,4,4,0,3200,,8448,536870912,66
476,Intel Xeon W-2133,8/1/2017,6,12,8,3600,3900,8448,536870912,65
477,Intel Xeon W-2155,8/1/2017,10,20,8,3300,4500,14080,536870912,68
478,Intel Xeon W-2145,8/1/2017,8,16,8,3700,4500,11264,536870912,70
479,Intel Xeon W-2125,8/1/2017,4,8,8,4000,4500,8448,536870912,64
480,Intel Xeon W-2135,8/1/2017,6,12,8,3700,4500,8448,536870912,64
481,Intel Xeon W-2195,8/1/2017,18,36,8,2300,4300,25344,536870912,66
482,Intel Xeon W-2175,8/1/2017,14,28,8,2500,4300,19456,536870912,
483,Intel Xeon W-2123,8/1/2017,4,8,8,3600,3900,8448,536870912,65
484,Intel Xeon D-1553N,8/1/2017,8,16,,2300,2700,12288,134217728,105
485,Intel Xeon D-1533N,8/1/2017,6,12,,2100,2700,9216,134217728,
486,Intel Xeon D-1543N,8/1/2017,8,16,,1900,2500,12288,134217728,
487,Intel Xeon D-1523N,8/1/2017,4,8,,2000,2600,6144,134217728,
488,Intel Xeon D-1513N,8/1/2017,4,8,,1600,2200,6144,134217728,
489,Intel Celeron J4105,11/1/2017,4,4,,1500,,4096,8388608,105
490,Intel Celeron J4005,11/1/2017,2,2,,2000,,4096,8388608,105
491,Intel Celeron J4115,11/1/2017,4,4,,1800,,4096,8388608,105
492,Intel Core i5-8600K,11/1/2017,6,6,8,3600,4300,9216,134217728,100
493,Intel Core i5-8400,11/1/2017,6,6,8,2800,4000,9216,134217728,100
494,Intel Core i7-8700K,11/1/2017,6,12,8,3700,4700,12288,134217728,100
495,Intel Core i7-8700,11/1/2017,6,12,8,3200,4600,12288,134217728,100
496,Intel Celeron N4100,11/1/2017,4,4,,1100,,4096,8388608,105
497,Intel Celeron N4000,11/1/2017,2,2,,1100,,4096,8388608,105
498,Intel Xeon Platinum 8165,11/1/2017,24,48,,2300,3700,33792,805306368,
499,Intel Core i3-8100,11/1/2017,4,4,8,3600,,6144,67108864,100
500,Intel Core i3-8350K,11/1/2017,4,4,8,4000,,8192,67108864,100
501,Intel Pentium Silver N5000,11/1/2017,4,4,,1100,,4096,8388608,105
502,Intel Pentium Silver J5005,11/1/2017,4,4,,1500,,4096,8388608,105
503,Intel Core i7-8709G,2/1/2018,4,8,8,3100,4100,8192,67108864,100
504,Intel Core i5-8305G,2/1/2018,4,8,8,2800,3800,6144,67108864,100
505,Intel Core i7-8706G,2/1/2018,4,8,8,3100,4100,8192,67108864,100
506,Intel Core i7-8809G,2/1/2018,4,8,8,3100,4200,8192,67108864,100
507,Intel Core i7-8705G,2/1/2018,4,8,8,3100,4100,8192,67108864,100
508,Intel Core i3-8130U,2/1/2018,2,4,4,2200,3400,4096,33554432,100
509,Intel Xeon Silver 4123,2/1/2018,8,16,,3000,3200,11264,536870912,
510,Intel Xeon D-2166NT,2/1/2018,12,24,,2000,3000,17408,536870912,
511,Intel Xeon D-2187NT,2/1/2018,16,32,,2000,3000,22528,536870912,
512,Intel Xeon D-2183IT,2/1/2018,16,32,,2200,3000,22528,536870912,
513,Intel Xeon D-2123IT,2/1/2018,4,8,,2200,3000,8192,536870912,
514,Intel Xeon D-2191,2/1/2018,18,36,,1600,3000,25344,536870912,
515,Intel Xeon D-2143IT,2/1/2018,8,16,,2200,3000,11264,536870912,
516,Intel Xeon D-2141I,2/1/2018,8,16,,2200,3000,11264,536870912,
517,Intel Xeon D-2142IT,2/1/2018,8,16,,1900,3000,11264,536870912,
518,Intel Xeon D-2145NT,2/1/2018,8,16,,1900,3000,11264,536870912,
519,Intel Xeon D-2146NT,2/1/2018,8,16,,2300,3000,11264,536870912,
520,Intel Xeon D-2161I,2/1/2018,12,24,,2200,3000,16896,536870912,
521,Intel Xeon D-2177NT,2/1/2018,14,28,,1900,3000,19456,536870912,
522,Intel Xeon D-2163IT,2/1/2018,12,24,,2100,3000,17408,536870912,
523,Intel Xeon D-2173IT,2/1/2018,14,28,,1700,3000,19456,536870912,
524,Intel Xeon Gold 6122,5/1/2018,20,40,,1800,3700,28672,805306368,
525,Intel Xeon Gold 6129,5/1/2018,16,32,,2300,3300,22528,805306368,
526,Intel Xeon Gold 6138P,5/1/2018,20,40,,2000,3700,28160,805306368,
527,"Intel Core i5+8500 (9M Cache, up to 4.10 GHz) includes Intel Optane Memory (16GB)",5/1/2018,6,6,8,3000,4100,9216,67108864,100
528,Intel Core i5-8269U,5/1/2018,4,8,4,2600,4200,6144,33554432,100
529,Intel Core i5-8259U,5/1/2018,4,8,4,2300,3800,6144,33554432,100
530,Intel Core i5-8500B,5/1/2018,6,6,8,3000,4100,9216,67108864,100
531,Intel Core i5-8400B,5/1/2018,6,6,8,2800,4000,9216,67108864,100
532,Intel Core i5-8400H,5/1/2018,4,8,8,2500,4200,8192,67108864,100
533,Intel Core i5-8300H,5/1/2018,4,8,8,2300,4000,8192,67108864,100
534,Intel Core i5-8500T,5/1/2018,6,6,8,2100,3500,9216,134217728,100
535,Intel Core i5-8600,5/1/2018,6,6,8,3100,4300,9216,134217728,100
536,"Intel Core i5+8400 (9M Cache, up to 4.00 GHz) includes Intel Optane Memory (16GB)",5/1/2018,6,6,8,2800,4000,9216,67108864,100
537,Intel Core i5-8400T,5/1/2018,6,6,8,1700,3300,9216,134217728,100
538,Intel Core i5-8500,5/1/2018,6,6,8,3000,4100,9216,134217728,100
539,Intel Core i5-8600T,5/1/2018,6,6,8,2300,3700,9216,134217728,100
540,Intel Core i7-8559U,5/1/2018,4,8,4,2700,4500,8192,33554432,100
541,Intel Core i7-8750H,5/1/2018,6,12,8,2200,4100,9216,67108864,100
542,Intel Core i7-8700B,5/1/2018,6,12,8,3200,4600,12288,67108864,100
543,Intel Core i7-8850H,5/1/2018,6,12,8,2600,4300,9216,67108864,100
544,Intel Core i7-8700T,5/1/2018,6,12,8,2400,4000,12288,134217728,100
545,"Intel Core i7+8700 (12M Cache, up to 4.60 GHz) includes Intel Optane Memory (16GB)",5/1/2018,6,12,8,3200,4600,12288,67108864,100
546,Intel Core i7-8086K,5/1/2018,6,12,8,4000,5000,12288,134217728,100
547,Intel Pentium Gold G5500,5/1/2018,2,4,8,3800,,4096,67108864,100
548,Intel Pentium Gold G5500T,5/1/2018,2,4,8,3200,,4096,67108864,88
549,Intel Pentium Gold G5400T,5/1/2018,2,4,8,3100,,4096,67108864,100
550,Intel Pentium Gold G5400,5/1/2018,2,4,8,3700,,4096,67108864,100
551,Intel Pentium Gold G5600,5/1/2018,2,4,8,3900,,4096,67108864,100
552,Intel Core i3-7020U,5/1/2018,2,4,4,2300,,3072,33554432,100
553,Intel Core i3-8300,5/1/2018,4,4,8,3700,,8192,67108864,100
554,Intel Core i3-8300T,5/1/2018,4,4,8,3200,,8192,67108864,82
555,Intel Core i3-8100T,5/1/2018,4,4,8,3100,,6144,67108864,82
556,Intel Core i3-8109U,5/1/2018,2,4,4,3000,3600,4096,33554432,100
557,Intel Core i3-8121U,5/1/2018,2,4,4,2200,3200,4096,33554432,105
558,Intel Core i9-8950HK,5/1/2018,6,12,8,2900,4800,12288,67108864,100
559,Intel Celeron G4900,5/1/2018,2,2,8,3100,,2048,67108864,100
560,Intel Celeron G4920,5/1/2018,2,2,8,3200,,2048,67108864,100
561,Intel Celeron G4900T,5/1/2018,2,2,8,2900,,2048,67108864,88
562,Intel Xeon E-2176M,5/1/2018,6,12,8,2700,4400,12288,67108864,100
563,Intel Xeon E-2186M,5/1/2018,6,12,8,2900,4800,12288,67108864,100
564,Intel Xeon Gold 6162,8/1/2018,24,48,,1900,3500,33792,805306368,
565,Intel Xeon Gold 6130H,8/1/2018,16,32,,2100,3700,22528,805306368,
566,Intel Core i5-8305G,8/1/2018,4,8,8,2800,3800,6144,67108864,100
567,Intel Core i5-8265U,8/1/2018,4,8,4,1600,3900,6144,67108864,100
568,Intel Core i5-8200Y,8/1/2018,2,4,4,1300,3900,4096,16777216,100
569,Intel Xeon Platinum 8160H,8/1/2018,24,48,,2100,3700,33792,805306368,
570,Intel Core i7-8706G,8/1/2018,4,8,8,3100,4100,8192,67108864,100
571,Intel Core i7-8565U,8/1/2018,4,8,4,1800,4600,8192,67108864,100
572,Intel Core i3-8100H,8/1/2018,4,4,8,3000,,6144,67108864,100
573,Intel Core i3-8145U,8/1/2018,2,4,4,2100,3900,4096,67108864,100
574,Intel Core i3-8100B,8/1/2018,4,4,8,3600,,6144,67108864,100
575,Intel Atom C3336,8/1/2018,2,2,,1500,,4096,134217728,89
576,Intel Xeon Silver 4106H,8/1/2018,8,16,,1800,3000,11264,805306368,
577,Intel Xeon E-2176G,8/1/2018,6,12,8,3700,4700,12288,134217728,100
578,Intel Xeon E-2104G,8/1/2018,4,4,8,3200,,8192,134217728,
579,Intel Xeon E-2146G,8/1/2018,6,12,8,3500,4500,12288,134217728,100
580,Intel Xeon E-2174G,8/1/2018,4,8,8,3800,4700,8192,134217728,100
581,Intel Xeon E-2126G,8/1/2018,6,6,8,3300,4500,12288,134217728,100
582,Intel Xeon E-2144G,8/1/2018,4,8,8,3600,4500,8192,134217728,100
583,Intel Xeon E-2134,8/1/2018,4,8,8,3500,4500,8192,134217728,100
584,Intel Xeon E-2136,8/1/2018,6,12,8,3300,4500,12288,134217728,100
585,Intel Xeon E-2124,8/1/2018,4,4,8,3300,4300,8192,134217728,100
586,Intel Xeon E-2124G,8/1/2018,4,4,8,3400,4500,8192,134217728,100
587,Intel Xeon E-2186G,8/1/2018,6,12,8,3800,4700,12288,134217728,100
588,Intel Core i5-9600K,11/1/2018,6,6,8,3700,4600,9216,134217728,100
589,Intel Core i7-9700K,11/1/2018,8,8,8,3600,4900,12288,134217728,100
590,Intel Core i9-9900K,11/1/2018,8,16,8,3600,5000,16384,134217728,100
591,Intel Core i9-9920X,11/1/2018,12,24,8,3500,4400,19712,134217728,92
592,Intel Core i9-9980XE,11/1/2018,18,36,8,3000,4400,25344,134217728,84
593,Intel Core i9-9940X,11/1/2018,14,28,8,3300,4400,19712,134217728,88
594,Intel Core i9-9900X,11/1/2018,10,20,8,3500,4400,19712,134217728,92
595,Intel Core i9-9960X,11/1/2018,16,32,8,3100,4400,22528,134217728,85
596,Intel Core i7-9800X,11/1/2018,8,16,8,3800,4400,16896,134217728,95
597,Intel Core i9-9820X,11/1/2018,10,20,8,3300,4100,16896,134217728,92
598,Intel Xeon W-3175X,11/1/2018,28,56,8,3100,3800,39424,536870912,85
599,Intel Xeon D-1524N,11/1/2018,4,8,,2000,,6144,,
600,Intel Xeon D-1563N,11/1/2018,8,16,,2000,,12288,,
601,Intel Xeon D-1573N,11/1/2018,8,16,,2700,,12288,,
602,Intel Core i5-8210Y,2/1/2019,2,4,4,1600,3600,4096,16777216,100
603,Intel Core i5-8310Y,2/1/2019,2,4,4,1600,3900,4096,16777216,100
604,Intel Core i5-9400F,2/1/2019,6,6,8,2900,4100,9216,134217728,100
605,Intel Core i5-9600KF,2/1/2019,6,6,8,3700,4600,9216,134217728,100
606,Intel Core i5-9400,2/1/2019,6,6,8,2900,4100,9216,134217728,100
607,Intel Pentium Gold 4417U,2/1/2019,2,4,4,2300,,2048,33554432,100
608,Intel Core i7-8500Y,2/1/2019,2,4,4,1500,4200,4096,16777216,100
609,Intel Core i7-9700KF,2/1/2019,8,8,8,3600,4900,12288,134217728,100
610,Intel Pentium Gold 5405U,2/1/2019,2,4,4,2300,,2048,67108864,100
611,Intel Pentium Gold 4425Y,2/1/2019,2,4,4,1700,,2048,16777216,100
612,Intel Core i9-9900KF,2/1/2019,8,16,8,3600,5000,16384,134217728,100
613,Intel Core i3-9350KF,2/1/2019,4,4,8,4000,4600,8192,67108864,100
614,Intel Xeon Gold 5219Y,5/1/2019,16,32,,2400,4000,22528,1073741824,68
615,Intel Xeon Gold 6212U,5/1/2019,24,48,,2400,3900,36608,1073741824,90
616,Intel Xeon Gold 6210U,5/1/2019,20,40,,2500,3900,28160,1073741824,86
617,Intel Xeon Gold 6254,5/1/2019,18,36,,3100,4000,25344,1073741824,82
618,Intel Xeon Gold 6230N,5/1/2019,20,40,,2300,3500,28160,1073741824,78
619,Intel Xeon Gold 6262,5/1/2019,24,48,,1900,3600,33792,1073741824,91
620,Intel Xeon Gold 6240Y,5/1/2019,18,36,,2600,3900,25344,1073741824,74
621,Intel Xeon Gold 6252,5/1/2019,24,48,,2100,3700,36608,1073741824,86
622,Intel Xeon Gold 6248,5/1/2019,20,40,,2500,3900,28160,1073741824,86
623,Intel Xeon Gold 5222,5/1/2019,4,8,,3800,3900,16896,1073741824,72
624,Intel Xeon Gold 5218,5/1/2019,16,32,,2300,3900,22528,1073741824,87
625,Intel Xeon Gold 6240,5/1/2019,18,36,,2600,3900,25344,1073741824,85
626,Intel Xeon Gold 6244,5/1/2019,8,16,,3600,4400,25344,1073741824,74
627,Intel Xeon Gold 6222,5/1/2019,20,40,,1800,3600,28160,1073741824,83
628,Intel Xeon Gold 6242,5/1/2019,16,32,,2800,3900,22528,1073741824,85
629,Intel Xeon Gold 6238T,5/1/2019,22,44,,1900,3700,30976,1073741824,90
630,Intel Xeon Gold 6230,5/1/2019,20,40,,2100,3900,28160,1073741824,87
631,Intel Xeon Gold 6269Y,5/1/2019,22,44,,3200,3700,30976,1073741824,65
632,Intel Celeron N4000C,5/1/2019,2,2,,1100,,4096,8388608,105
633,Intel Core i5-8365U,5/1/2019,4,8,4,1600,4100,6144,67108864,100
634,Intel Core i5-8279U,5/1/2019,4,8,4,2400,4100,6144,33554432,100
635,Intel Core i5-8365UE,5/1/2019,4,8,4,1600,4100,6144,67108864,100
636,Intel Xeon Gold 5220,5/1/2019,18,36,,2200,3900,25344,1073741824,87
637,Intel Xeon Gold 6262V,5/1/2019,24,48,,1900,3600,33792,1073741824,91
638,Intel Xeon Gold 6209U,5/1/2019,20,40,,2100,3900,28160,1073741824,87
639,Intel Xeon Gold 5220T,5/1/2019,18,36,,1900,3900,25344,1073741824,93
640,Intel Xeon Gold 6246,5/1/2019,12,24,,3300,4200,25344,1073741824,76
641,Intel Xeon Gold 6222V,5/1/2019,20,40,,1800,3600,28160,1073741824,83
642,Intel Xeon Gold 6240L,5/1/2019,18,36,,2600,3900,25344,4831838208,85
643,Intel Xeon Gold 6238L,5/1/2019,22,44,,2100,3700,30976,4831838208,92
644,Intel Xeon Gold 6226,5/1/2019,12,24,,2700,3700,19712,1073741824,86
645,Intel Xeon Gold 6234,5/1/2019,8,16,,3300,4000,25344,1073741824,79
646,Intel Xeon Gold 5218T,5/1/2019,16,32,,2100,3800,22528,1073741824,93
647,Intel Xeon Gold 6230T,5/1/2019,20,40,,2100,3900,28160,1073741824,92
648,Intel Xeon Gold 6252N,5/1/2019,24,48,,2300,3600,36608,1073741824,74
649,Intel Xeon Gold 5220S,5/1/2019,18,36,,2700,3900,25344,1073741824,87
650,Intel Xeon Gold 6238,5/1/2019,22,44,,2100,3700,30976,1073741824,92
651,Intel Xeon Gold 5218B,5/1/2019,16,32,,2300,3900,22528,1073741824,87
652,Intel Xeon Gold 5218N,5/1/2019,16,32,,2300,3700,22528,1073741824,81
653,Intel Xeon Gold 5217,5/1/2019,8,16,,3000,3700,11264,1073741824,79
654,Intel Xeon Gold 5215L,5/1/2019,10,20,,2500,3400,14080,4831838208,77
655,Intel Xeon Gold 5215,5/1/2019,10,20,,2500,3400,14080,1073741824,77
656,Intel Core i5-9300HF,5/1/2019,4,8,8,2400,4100,8192,134217728,100
657,Intel Core i5-9500,5/1/2019,6,6,8,3000,4400,9216,134217728,100
658,Intel Core i5-9400H,5/1/2019,4,8,8,2500,4300,8192,134217728,100
659,Intel Core i5-9400T,5/1/2019,6,6,8,1800,3400,9216,134217728,100
660,Intel Core i5-9500T,5/1/2019,6,6,8,2200,3700,9216,134217728,100
661,Intel Core i5-9600T,5/1/2019,6,6,8,2300,3900,9216,134217728,100
662,Intel Core i5-9500F,5/1/2019,6,6,8,3000,4400,9216,134217728,100
663,Intel Core i5-9600,5/1/2019,6,6,8,3100,4600,9216,134217728,100
664,Intel Core i5-9300H,5/1/2019,4,8,8,2400,4100,8192,134217728,100
665,Intel Core i5-9500E,5/1/2019,6,6,8,3000,4200,9216,134217728,100
666,Intel Core i5-9500TE,5/1/2019,6,6,8,2200,3600,9216,134217728,100
667,Intel Xeon Platinum 8260Y,5/1/2019,24,48,,2400,3900,36608,1073741824,90
668,Intel Xeon Platinum 8280,5/1/2019,28,56,,2700,4000,39424,1073741824,84
669,Intel Xeon Platinum 8260L,5/1/2019,24,48,,2400,3900,36608,4831838208,90
670,Intel Xeon Platinum 8276L,5/1/2019,28,56,,2200,4000,39424,4831838208,89
671,Intel Xeon Platinum 8260,5/1/2019,24,48,,2400,3900,36608,1073741824,90
672,Intel Xeon Platinum 8280L,5/1/2019,28,56,,2700,4000,39424,4831838208,84
673,Intel Xeon Platinum 8276,5/1/2019,28,56,,2200,4000,39424,1073741824,89
674,Intel Xeon Platinum 8256,5/1/2019,4,8,,3800,3900,16896,1073741824,72
675,Intel Xeon Platinum 8253,5/1/2019,16,32,,2200,3000,22528,1073741824,87
676,Intel Xeon Platinum 8268,5/1/2019,24,48,,2900,3900,36608,1073741824,84
677,Intel Xeon Platinum 8274,5/1/2019,24,48,,3200,4000,36608,1073741824,65
678,Intel Xeon Platinum 8284,5/1/2019,28,56,,3000,4000,39424,1073741824,65
679,Intel Xeon Platinum 9282,5/1/2019,56,112,,2600,3800,78848,,
680,Intel Xeon Platinum 8270,5/1/2019,26,52,,2700,4000,36608,1073741824,84
681,Intel Core i7-8665U,5/1/2019,4,8,4,1900,4800,8192,67108864,100
682,Intel Core i7-8569U,5/1/2019,4,8,4,2800,4700,8192,33554432,100
683,Intel Core i7-8665UE,5/1/2019,4,8,4,1700,4400,8192,67108864,100
684,Intel Core i7-9700,5/1/2019,8,8,8,3000,4700,12288,134217728,100
